subcriterion_id,criterion_id,area_id,criterion_type,sharpens,text,source_document
IAM-05.05B,IAM-05,IAM,basic,,"For system components that are not production associated, the cloud service provider designs, implements and maintains appropriate controls for the prevention of orphan resources based on a risk assessment (cf. OIS-07).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-05.01AC,IAM-05,IAM,additional_complementing,,"Privileged access rights are reviewed at least every six months, and in case of significant changes to the cloud service.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.01B,IAM-06,IAM,basic,,Privileged access rights for internal and external personnel as well as technical users of the cloud service provider are assigned and changed in accordance with the policy for managing identities and access rights (cf. IAM-01) or a separate specific policy.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.02B,IAM-06,IAM,basic,,"Privileged access rights are personalised, limited in time according to a risk assessment and assigned as necessary for the execution of tasks (‘need-to-know-principle’).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.03B,IAM-06,IAM,basic,,"Anonymous technical users are only accessed through authentication with a personalised identitiy. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.04B,IAM-06,IAM,basic,,Activities of users with privileged access rights are logged in order to detect any misuse of privileged access in suspicious cases.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.05B,IAM-06,IAM,basic,,The logged information is automatically monitored for defined events that may indicate misuse.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.06B,IAM-06,IAM,basic,,"When such an event is identified, the responsible personnel is automatically informed so that they can timely assess whether misuse has occurred and take corresponding action.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.07B,IAM-06,IAM,basic,,"In the event of proven misuse of privileged access rights, disciplinary measures are taken in accordance with HR-04.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.08B,IAM-06,IAM,basic,,"For containers and images, activities of users with privileged access are logged according to OPS-10.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.09B,IAM-06,IAM,basic,,Access to the cloud service provider’s administration interfaces requires the use of multi-factor authentication.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.01AC,IAM-06,IAM,additional_complementing,,The cloud service provider maintains an inventory of the identities with privileged access rights under its responsibility. This inventory is kept up-to-date.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.02AC,IAM-06,IAM,additional_complementing,,The cloud service provider maintains a list of the personnel that is responsible for an identity assigned to a non-human entity within the cloud service provider’s scope of responsibility. This list is reviewed every six months and in case of significant changes to the cloud service.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.03AC,IAM-06,IAM,additional_complementing,,"For privileged users, phishing-resistant multi-factor authentication such as FIDO2 security keys or comparable mechanisms using public key cryptography and domain binding are implemented.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-06.04AC,IAM-06,IAM,additional_complementing,,Privileged access rights are enforced through a privileged access management (PAM) solution with support for ‘just-in-time’ elevation and ‘just-enough’ access.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.01B,IAM-07,IAM,basic,,The cloud service provider implements partitioning measures that are: 1. Sufficient for separating the system components for providing the cloud service from the system components of the cloud service provider’s other information systems; and 2. Suitable for separating different cloud service customers from each other (cf. OPS-30 and OPS-31).,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.02B,IAM-07,IAM,basic,,"The partitioning measures of the cloud service provider ensure that security incidents, if they compromise the system components storing the cloud service customer data, do not also compromise the system components that manage the access to them.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.03B,IAM-07,IAM,basic,,"Unless prohibited by applicable law, the cloud service customer is informed by the cloud service provider whenever internal or external personnel of the cloud service provider reads or writes to the cloud service customer data processed, stored or transmitted in the cloud service or has accessed it without the prior consent of the cloud service customer. The information is provided whenever cloud service customer data is/was accessed in unencrypted form or the contractual agreements with customers do not explicitly exclude informing the customer of such access.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.04B,IAM-07,IAM,basic,,"Unless contractually agreed otherwise, the information provided about the access contains the cause, time, duration, geographic location, type and scope of the access, as well as the retention time of other data generated during access, such as logs or copies containing cloud service customer data. The information is sufficiently detailed to enable subject matter experts of the cloud service customer to assess the risks of the access. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.05B,IAM-07,IAM,basic,,"The information is provided in accordance with the contractual agreements, but no later than 72 hours from the initiation of the access.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.06B,IAM-07,IAM,basic,,"The cloud service provider discloses, through contractual agreements and before offering its services, all instances where the cloud service provider may access cloud service customer data in unencrypted form while it is processed, stored or transmitted in the cloud service.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.03AS,IAM-07,IAM,additional_sharpening,IAM-07.03B,"Access to cloud service customer data and cloud service derived data by internal or external personnel of the cloud service provider requires the prior consent of an authorised department of the cloud service customer, provided that the cloud service customer’s data is accessible in unencrypted form or contractual agreements do not explicitly exclude such consent. Additionally, if encrypted data and its decryption key are stored separately within the same cloud environment, prior consent is required not only for accessing the decryption key but also for accessing the encrypted data itself (potentially together with the key).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.04AS,IAM-07,IAM,additional_sharpening,IAM-07.04B,"Unless contractually agreed otherwise, the information provided for the consent contains the cause, time, duration, geographic location, type and scope of the access, as well as the retention time of other data generated during access, such as logs or copies containing cloud service customer data. The information is sufficiently detailed to enable subject matter experts of the cloud service customer to assess the risks of the access. In addition to the provided information, the cloud service provider specifies a time frame within which the cloud service customer shall respond to the access request.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.06AS,IAM-07,IAM,additional_sharpening,IAM-07.06B,"The cloud service provider discloses, through contractual agreements and before offering its services, all instances where the cloud service provider may access cloud service customer data or cloud service derived data in unencrypted form while it is processed, stored or transmitted in the cloud service.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.01AC,IAM-07,IAM,additional_complementing,,"If the cloud service provider might access the cloud service customer data transmitted, handled or stored in the cloud service in a non-encrypted way, the cloud service provider includes provisions through contractual agreements for cases in which seeking prior consent for such an access is not feasible.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.02AC,IAM-07,IAM,additional_complementing,,"In order to be able to directly or indirectly access cloud service customer data, any internal or external personnel of the cloud service provider has to pass an appropriate assessment, or has to instead be supervised by personnel who has passed an appropriate assessment (cf. HR-01). The cloud service provider verifies that one of these conditions is met before the access is granted. This applies to support operations as well.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.03AC,IAM-07,IAM,additional_complementing,,"If the performed access is supervised, the cloud service provider ensures that: 1. The mechanisms used to perform the supervised access allow the supervising personnel to authorise or deny individual actions of the supervisee and ask for explanations in real time; 2. Any access rights that are granted as part of the supervised access are revoked at the end of the operation; Basic Criteria, Additional Criteria, Supplementary Information 3. All operations that are performed as part of the supervised access are logged as administration actions; 4. The supervisee and the device used to perform the supervised access are authenticated by the supervision solution; 5. The operations that the supervisee proposes and the actions of the supervising personnel are logged by the supervision solution, including operations that were denied; and 6. Information flows towards the device of the supervisee are prevented by the supervision solution.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-07.04AC,IAM-07,IAM,additional_complementing,,"If the cloud service customer is given access to interfaces for administrators and for end users as part of the cloud service, the cloud service provider separates these interfaces from one another and ensures that access paths for customer administrators differ from those for end users.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.01B,IAM-08,IAM,basic,,System components in the cloud service provider’s area of responsibility that are used to provide the cloud service authenticate users of the cloud service provider’s internal and external personnel as well as system components that are involved in the cloud service provider’s automated authorisation processes.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.02B,IAM-08,IAM,basic,,"The cloud service provider enforces multi-factor authentication (MFA) for all access to the production environment. This requirement applies to both human users and automated processes, ensuring that only authorised entities can access systems and data in the production environment.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.03B,IAM-08,IAM,basic,,"Within the production environment, user authentication takes place through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security. If digitally signed certificates are used, administration is carried out in accordance with the policies and procedures for the use of cryptographic mechanisms (cf. CRY-01).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.04B,IAM-08,IAM,basic,,"The authentication requirements are derived from a risk assessment and documented, communicated and provided in an authentication policy according to SP-01. Compliance with the requirements is enforced by the configuration of the system components, as far as technically possible. The authentication policy describes at least the following aspects: 1. The selection of appropriate mechanisms for every level of risk and each identity type; 2. The protection of credentials that the authentication mechanisms use, including the confidentiality of personal or shared authentication information and non-sharing of credentials; 3. The generation and distribution of credentials for any new identity; 4. The non-reuse of credentials; 5. Rules on the storage of credentials; 6. Rules for renewing credentials, including periodic renewals and renewals in case a credential is lost or compromised; and 7. Rules on the required strength of credentials, including trade-offs between entropy and ability to memorise where applicable, as well as mechanisms for communicating and enforcing these rules.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.05B,IAM-08,IAM,basic,,"The cloud service provider determines by means of a risk assessment (cf. OIS-07) the risk that the authentication mechanisms integrated into the system components under its responsibility used to provide the cloud service become outdated. Based on the results of the risk assessment, the cloud service provider Basic Criteria, Additional Criteria, Supplementary Information implements appropriate measures for exchanging outdated authentication mechanisms or the system components into which they are integrated.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.06B,IAM-08,IAM,basic,,Any authentication mechanism integrated into the system components used to provide the cloud service has a mechanism for disabling an identity after a predefined number of unsuccessful authentication attempts.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.07B,IAM-08,IAM,basic,,The cloud service provider implements measures which require that users can only access non-personal identities assigned to multiple persons after they have already been authenticated with their identity assigned to a single person.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.02AS,IAM-08,IAM,additional_sharpening,IAM-08.02B,"The cloud service provider enforces multi-factor authentication (MFA) for all access to any environment. This requirement applies to both human users and automated processes, ensuring that only authorised entities can access systems and data in all of the environments.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-08.03AS,IAM-08,IAM,additional_sharpening,IAM-08.03B,"Within an environment, user authentication takes place through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security. If digitally signed certificates are used, administration is carried out in accordance with the policies and procedures for the use of cryptographic mechanisms (cf. CRY-01).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09.01B,IAM-09,IAM,basic,,"The allocation of authentication information to access system components used to provide the cloud service to internal and external users of the cloud service provider and system components that are Basic Criteria, Additional Criteria, Supplementary Information involved in automated authorisation processes of the cloud service provider is done in an orderly manner that ensures the confidentiality of the information.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09.02B,IAM-09,IAM,basic,,Authentication credentials are managed with a security level that matches or exceeds the classification of the system component they protect.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09.03B,IAM-09,IAM,basic,,"If passwords are used as authentication information, their confidentiality is ensured by the following procedures, as far as technically possible: 1. Users can initially create the password themselves or shall change an initial password when logging on to the system component for the first time. An initial password loses its validity after a maximum of 14 days; 2. When creating passwords, compliance with the authentication policy (cf. IAM-08) is enforced as far as technically possible; 3. The user is informed about changing or resetting the password; and 4. The server-side storage takes place using state of the art cryptographic hash functions, with the exception of passwords that are stored in the plain text form for later use, for example in a password manager. In this case, state of the art cryptographic mechanisms are used to protect the passwords.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09.04B,IAM-09,IAM,basic,,Deviations are evaluated by means of a risk assessment according to OIS-07 and mitigating measures derived from this are implemented.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09.05B,IAM-09,IAM,basic,,"Rules and recommendations for managing credentials in accordance with the authentication policy (cf. IAM-08) are documented, communicated and made available to all users under the responsibility of the cloud service provider. They include recommendations on password managers and recommendations to specifically address classical attacks such as phishing, social attacks, and whaling.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09.06B,IAM-09,IAM,basic,,Used cryptographic mechanisms comply with the policies and instructions for cryptographic mechanisms (cf. CRY-01).,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09.07B,IAM-09,IAM,basic,,"Password reset procedures are valid for at most 24 hours. After the reset procedure has been used, the password is to be changed by the user.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
IAM-09.01AC,IAM-09,IAM,additional_complementing,,"The users sign a declaration in which they assure that they treat personal (or shared) authentication information confidentially and keep it exclusively for themselves (within the members of the group). Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01.01B,CRY-01,CRY,basic,,"Policies and procedures with procedures and technical safeguards for cryptographic mechanisms are documented, communicated and provided according to SP-01, in which the following aspects are described: 1. Usage of encryption procedures and secure network protocols that correspond to the state of the art; 2. Usage of hash functions and salt values, that both correspond to the state of the art; 3. Usage of signature schemes that correspond to the state of the art; 4. Risk-based provisions for the use of encryption and authentication which are aligned with the information classification schemes (cf. AM-09) and consider the communication channel, type, strength and quality of the encryption; 5. Requirements for the secure generation, storage, archiving, retrieval, distribution, withdrawal, backup, restoration and deletion of the keys; 6. Requirements for the rotation of cryptographic keys that follow industry best practices and consider the potential risk of information exposure; 7. Consideration of relevant legal and regulatory obligations and requirements; 8. Documentation of a change management process for managing cryptographic, encryption, authentication and key management technology changes; and 9. Consideration of crypto-agility to allow for efficient substitution of implemented cryptographic mechanisms during their intended lifetimes.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01.02B,CRY-01,CRY,basic,,"Reviews of policies and procedures regarding cryptographic mechanisms include checks that the policies and procedures are up to date and comply with the BSI technical guideline (BSI TR-02102) or suitable NIST Basic Criteria, Additional Criteria, Supplementary Information guidelines (e.g. FIPS 140 series and SP 800 series). Deviations are analysed and documented in a risk assessment for cryptographic mechanisms valid at the given time. Remediation measures are to be taken based on risk.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01.01AC,CRY-01,CRY,additional_complementing,,The cloud service provider has defined and documented a Post-Quantum-Cryptography (PQC) strategy according to SP-01 to address threats posed by adversaries in possession of a quantum computer.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01.02AC,CRY-01,CRY,additional_complementing,,"The cloud service provider’s PQC strategy is aligned with cryptography policies and procedures and includes the following aspects: 1. Maintenance of an inventory of cryptographic mechanisms in use, including priority levels to each inventory item based on the impact and probabilities of the risks posed by quantum computing attacks and the effort to remediate such risks; 2. Staying informed about encryption measures that are deemed state of the art and secure against adversaries who possess a quantum computer; 3. Usage of hybrid cryptography models to ensure security for both quantum and non-quantum computing based attacks; and 4. Definition of trigger events, required resources, transition plans and success criteria for implementation of post-quantum cryptographic mechanisms.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-01.03AC,CRY-01,CRY,additional_complementing,,"The PQC strategy, including the inventory and risk assessment, is reviewed at least annually or in case of significant changes impacting the PQC strategy.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-02.01B,CRY-02,CRY,basic,,"When implementing changes to cryptographic systems, the cloud service provider performs an evaluation of their potential impact in accordance with DEV-06. This process includes an analysis of the cloud infrastructure of the cloud service, as well as an analysis of potential disruptions to cloud service customer-managed workloads and the evaluation of residual risks, cost implications, and integration benefits. The cloud service provider informs cloud service customers of these downstream effects to prevent unforeseen failures within the cloud service customer’s specific cryptographic implementations.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-02.02B,CRY-02,CRY,basic,,"All changes and adjustments to cryptographic systems are documented and traceable. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-02.03B,CRY-02,CRY,basic,,The personnel responsible for cryptographic systems is regularly trained and informed about respective changes.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-03.01B,CRY-03,CRY,basic,,"The cloud service provider ensures that encryption, authentication and key management practices are regularly audited in accordance with COM-02 and COM-03 to identify and address potential vulnerabilities. At a minimum, reviews are performed annually and immediately following security incidents involving cryptographic components.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-03.02B,CRY-03,CRY,basic,,"As part of the reviews, the cloud service provider determines if the cryptographic practices align with the state of the art and updates them as needed.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-04.01B,CRY-04,CRY,basic,,The cloud service provider has established procedures and technical safeguards for state of the art encryption and authentication for the transmission of cloud service customer data and cloud service derived data over public networks.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-04.02B,CRY-04,CRY,basic,,"During remote access to the production environment, the cloud service provider uses state of the art cryptographic mechanisms, including personnel authentication, to protect the communication.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-04.01AS,CRY-04,CRY,additional_sharpening,CRY-04.01B,The cloud service provider has established procedures and technical safeguards for state of the art encryption and authentication for the transmission of all data.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05.01B,CRY-05,CRY,basic,,The cloud service provider has established procedures and technical safeguards to encrypt cloud service customer data during storage (i.e. at rest).,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05.02B,CRY-05,CRY,basic,,"In general, the private keys (for asymmetric algorithms) or secret keys (for symmetric algorithms) used for encryption are accessible only by the cloud service customer in accordance with applicable legal and regulatory obligations and requirements. If due to the nature of the cloud service, the cloud service provider has to access the private or secret keys of the customer in order to provide the cloud service, this access is performed in accordance with IAM-07. Exceptions follow a specified procedure.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05.03B,CRY-05,CRY,basic,,"The procedures for the use of private keys, including any exceptions, are agreed with the cloud service customer.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05.04B,CRY-05,CRY,basic,,"If any changes of these procedures and technical safeguards may affect the confidentiality of the cloud service customer data, the cloud service provider communicates these changes to the cloud service customers.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05.05B,CRY-05,CRY,basic,,"If the cloud service provider uses a master key, the cloud service provider regularly tests the suitability of the design and operating effectiveness of the respective controls.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-05.01AC,CRY-05,CRY,additional_complementing,,The cloud service provider ensures that secure encryption mechanisms are in place to prevent the recovery of cloud service customer data when resources are reallocated or physical media are recovered.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-06.01B,CRY-06,CRY,basic,,Procedures and technical safeguards for the secure generation of keys for different cryptographic systems and applications are documented and implemented. These safeguards require the use of secure random bit generators or generation based on keys that were created in this fashion.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
CRY-07.01B,CRY-07,CRY,basic,,"The cloud service provider has established a schedule for rotating cryptographic keys that aligns with the requirements for cryptographic key rotation established in CRY-01. If, based on the results of a risk assessment, the cloud service provider does not perform key rotation, this decision is transparently communicated to the customer.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
